OSC Address;Name;Color;Gain;Mute;Monitoring;Linked To Speaker;Speaker Params;Lock
/bus/1;Bus WFS FACE;0.8039215803146362,0.24705882370471954,0.6000000238418579,1;0;false;false;true;;false
/bus/2;Bus WFS FRONT;0.8039215803146362,0.24705882370471954,0.6000000238418579,1;0;false;false;true;;false
/bus/3;Bus HOA2D HOA2D;0.8039215803146362,0.729411780834198,0.24705882370471954,1;0;false;false;true;;false
/bus/4;Bus WFS WFS3D;0.8039215803146362,0.24705882370471954,0.6000000238418579,1;0;false;false;true;;false
